Message Name | Registration Method | Args | Origin
`NOTICE_Dm_Boss4Sec` | `RegisterMsg` | `(frame, msg, argStr, argNum)` | notice.lua
`NOTICE_Dm_Boss3Sec` | `RegisterMsg` | `(frame, msg, argStr, argNum)` | notice.lua
`NOTICE_Dm_Boss2Sec` | `RegisterMsg` | `(frame, msg, argStr, argNum)` | notice.lua
`NOTICE_Dm_Boss1Sec` | `RegisterMsg` | `(frame, msg, argStr, argNum)` | notice.lua
`NOTICE_Dm_BossKill` | `RegisterMsg` | `(frame, msg, argStr, argNum)` | notice.lua
`NOTICE_Dm_Trap` | `RegisterMsg` | `(frame, msg, argStr, argNum)` | notice.lua
`NOTICE_Dm_TrapPlus` | `RegisterMsg` | `(frame, msg, argStr, argNum)` | notice.lua
`NOTICE_Dm_Clear` | `RegisterMsg` | `(frame, msg, argStr, argNum)` | notice.lua
`NOTICE_Dm_GetItem` | `RegisterMsg` | `(frame, msg, argStr, argNum)` | notice.lua
`NOTICE_Dm_UsePotion` | `RegisterMsg` | `(frame, msg, argStr, argNum)` | notice.lua
`NOTICE_Dm_Dead` | `RegisterMsg` | `(frame, msg, argStr, argNum)` | notice.lua
`NOTICE_Dm_ResBuff` | `RegisterMsg` | `(frame, msg, argStr, argNum)` | notice.lua
`NOTICE_Dm_scroll` | `RegisterMsg` | `(frame, msg, argStr, argNum)` | notice.lua
`NOTICE_Dm_Bell` | `RegisterMsg` | `(frame, msg, argStr, argNum)` | notice.lua
`NOTICE_Dm_Bomb` | `RegisterMsg` | `(frame, msg, argStr, argNum)` | notice.lua
`NOTICE_Dm_!` | `RegisterMsg` | `(frame, msg, argStr, argNum)` | notice.lua
`NOTICE_Dm_SpaceBar` | `RegisterMsg` | `(frame, msg, argStr, argNum)` | notice.lua
`NOTICE_Dm_OffStart5Sec` | `RegisterMsg` | `(frame, msg, argStr, argNum)` | notice.lua
`NOTICE_Dm_OffStart4Sec` | `RegisterMsg` | `(frame, msg, argStr, argNum)` | notice.lua
`NOTICE_Dm_OffStart3Sec` | `RegisterMsg` | `(frame, msg, argStr, argNum)` | notice.lua
`NOTICE_Dm_OffStart2Sec` | `RegisterMsg` | `(frame, msg, argStr, argNum)` | notice.lua
`NOTICE_Dm_OffStart1Sec` | `RegisterMsg` | `(frame, msg, argStr, argNum)` | notice.lua
`NOTICE_Dm_OffLeft2Min` | `RegisterMsg` | `(frame, msg, argStr, argNum)` | notice.lua
`NOTICE_Dm_OffLeft1Min` | `RegisterMsg` | `(frame, msg, argStr, argNum)` | notice.lua
`NOTICE_Dm_OffLeft30Sec` | `RegisterMsg` | `(frame, msg, argStr, argNum)` | notice.lua
`NOTICE_Dm_OffLeft10Sec` | `RegisterMsg` | `(frame, msg, argStr, argNum)` | notice.lua
`NOTICE_Dm_OffLeft5Sec` | `RegisterMsg` | `(frame, msg, argStr, argNum)` | notice.lua
`NOTICE_Dm_raid_fail` | `RegisterMsg` | `(frame, msg, argStr, argNum)` | notice.lua
`NOTICE_Dm_reward_box` | `RegisterMsg` | `(frame, msg, argStr, argNum)` | notice.lua
`NOTICE_Dm_raid_clear` | `RegisterMsg` | `(frame, msg, argStr, argNum)` | notice.lua
`NOTICE_Dm_stage_clear` | `RegisterMsg` | `(frame, msg, argStr, argNum)` | notice.lua
`NOTICE_Dm_stage_start` | `RegisterMsg` | `(frame, msg, argStr, argNum)` | notice.lua
`NOTICE_Dm_stage_ready` | `RegisterMsg` | `(frame, msg, argStr, argNum)` | notice.lua
`NOTICE_Dm_move_to_point` | `RegisterMsg` | `(frame, msg, argStr, argNum)` | notice.lua
`NOTICE_Dm_guildevent_join_complete` | `RegisterMsg` | `(frame, msg, argStr, argNum)` | notice.lua
`NOTICE_Dm_invenfull` | `RegisterMsg`<br>`RegisterOpenOnlyMsg` | `(frame, msg, argStr, argNum)` | notice.lua<br>shop.lua
`NOTICE_Dm_levelup_base` | `RegisterMsg` | `(frame, msg, argStr, argNum)` | notice.lua<br>notice_raid_pattern.lua<br>sysmenu.lua
`NOTICE_Dm_LevelUP_Auto` | `RegisterMsg` | `(frame, msg, argStr, argNum)` | notice.lua
`NOTICE_Dm_levelup_skill` | `RegisterMsg` | `(frame, msg, argStr, argNum)` | notice.lua
`NOTICE_Dm_GuildQuestSuccess` | `RegisterMsg` | `(frame, msg, argStr, argNum)` | notice.lua<br>notice_raid_pattern.lua
`NOTICE_Dm_GuildQuestFail` | `RegisterMsg` | `(frame, msg, argStr, argNum)` | notice.lua<br>notice_raid_pattern.lua
`NOTICE_Dm_Shoptutorial` | `RegisterMsg` | `(frame, msg, argStr, argNum)` | notice.lua
`NOTICE_Dm_quest_complete` | `RegisterMsg` | `(frame, msg, argStr, argNum)` | notice.lua
`NOTICE_Dm_Fishing` | `RegisterMsg` | `(frame, msg, argStr, argNum)` | notice.lua
`NOTICE_Dm_BossAppear` | `RegisterMsg` | `(frame, msg, argStr, argNum)` | notice.lua
`NOTICE_Dm_GuildColony` | `RegisterMsg` | `(frame, msg, argStr, argNum)` | notice.lua
`NOTICE_Dm_GuildColony2` | `RegisterMsg` | `(frame, msg, argStr, argNum)` | notice.lua
`NOTICE_Dm_GuildColony3` | `RegisterMsg` | `(frame, msg, argStr, argNum)` | notice.lua
`NOTICE_Dm_fanfare` | `RegisterMsg` | `(frame, msg, argStr, argNum)` | notice.lua
`NOTICE_Dm_information` | `RegisterMsg` | `(frame, msg, argStr, argNum)` | notice.lua
`NOTICE_New_Item` | `RegisterMsg` | `(frame, msg, argStr, argNum)` | noticeitem.lua
`NOTICE_Dm_Global_Shout` | `RegisterMsg` | `()` | notice_gm.lua
`NOTICE_MORINGPONIA_TARGET` | `RegisterMsg` | `(frame, msg, iconName, handle)` | notice_on_pc.lua
`NOTICE_TO_UI` | `RegisterMsg` | `(frame, msg, argStr, argNum)` | notice_on_pc.lua
`NOTICE_Dm_Raid_Pattern_!` | `RegisterMsg` | `(frame, msg, argStr, argNum)` | notice_raid_pattern.lua
`NOTICE_GLACIER_COLD_BALST` | `RegisterMsg` | `(frame, msg, argStr, argNum)` | notice_raid_pc.lua
`NOTICE_GLACIER_ENCHANTMENT` | `RegisterMsg` | `(frame, msg, argStr, argNum)` | notice_raid_pc.lua
`NOTICE_GLACIER_ENCHANTMENT_LEGEND` | `RegisterMsg` | `(frame, msg, argStr, argNum)` | notice_raid_pc.lua
`NOTICE_GILTINE_DEMONICS_LANCE` | `RegisterMsg` | `(frame, msg, argStr, argNum)` | notice_raid_pc.lua
`NOTICE_GILTINE_DEMONICS_PRANK` | `RegisterMsg` | `(frame, msg, argStr, argNum)` | notice_raid_pc.lua
`NOTICE_GILTINE_FIND_COLOR_RED` | `RegisterMsg` | `(frame, msg, argStr, argNum)` | notice_raid_pc.lua
`NOTICE_GILTINE_FIND_COLOR_YELLOW` | `RegisterMsg` | `(frame, msg, argStr, argNum)` | notice_raid_pc.lua
`NOTICE_GILTINE_DEMONICS_LANCE_REMOVE` | `RegisterMsg` | `(frame, msg, argStr, argNum)` | notice_raid_pc.lua
`NOTICE_GILTINE_DEMONICS_PRANK_REMOVE` | `RegisterMsg` | `(frame, msg, argStr, argNum)` | notice_raid_pc.lua
`NOTICE_GILTINE_FIND_COLOR_RED_REMOVE` | `RegisterMsg` | `(frame, msg, argStr, argNum)` | notice_raid_pc.lua
`NOTICE_GILTINE_FIND_COLOR_YELLOW_REMOVE` | `RegisterMsg` | `(frame, msg, argStr, argNum)` | notice_raid_pc.lua
`NOTICE_SOLO_BUFF_SEELCT_ICON` | `RegisterMsg` | `(frame, msg, argStr, argNum)` | notice_raid_pc.lua
`NOTICE_SOLO_BUFF_SEELCT_ICON_REMOVE` | `RegisterMsg` | `(frame, msg, argStr, argNum)` | notice_raid_pc.lua
`NOTICE_SCREEN` | `RegisterMsg` | `(frame, msg, text, time)` | notice_screen.lua
`KEYBOARD_TUTORIAL` | `RegisterMsg` | `(frame, msg, argStr, argNum)` | notice_tutorial.lua
`DIALOG_SPACE_TUTORIAL` | `RegisterMsg` | `(frame, msg, argStr, argNum)` | notice_tutorial.lua
`L_KEY_TUTORIAL` | `RegisterMsg` | `(frame, msg, argStr, argNum)` | notice_tutorial.lua
`RETURN_KEY_TUTORIAL` | `RegisterMsg` | `(frame, msg, argStr, argNum)` | notice_tutorial.lua
`EXPCARD_USE_TUTORIAL` | `RegisterMsg` | `(frame, msg, argStr, argNum)` | notice_tutorial.lua
`EXPCARD_USE_TUTORIAL_END` | `RegisterMsg` | `(frame, msg, argStr, argNum)` | notice_tutorial.lua
`OBLATION_ITEM_LIST` | `RegisterMsg` | `(frame)` | oblation.lua
`UPDATE_OPEN_INGAMESHOP_BTN` | `RegisterMsg` | `(frame, msg, argStr, itemCnt)` | openingameshopbtn.lua
`READ_PARCHMENT` | `RegisterMsg` | `(frame, msg, dialog, argNum)` | parchmentread.lua
`PARTY_NAME_UPDATE` | `RegisterMsg` | `(frame)` | party.lua
`PARTY_PROPERTY_UPDATE` | `RegisterMsg` | `(frame, msg, str, num)` | party.lua
`PARTY_PROPERTY_NOTE_UPDATE` | `RegisterMsg` | `(frame, msg, str, num)` | party.lua
`PARTY_OPTION_RESET` | `RegisterMsg` | `(frame, msg, argStr, argNum)` | party.lua
`PARTY_JOIN` | `RegisterMsg` | `(frame)` | party.lua
`PARTY_BUFFLIST_UPDATE` | `RegisterMsg` | `(frame)` | partyinfo.lua
`PARTY_OUT` | `RegisterMsg` | `(frame)` | partyinfo.lua
`PARTY_INVITE_CANCEL` | `RegisterMsg` | `(frame, msg, familyName, arg2)` | partyinfo.lua
`PARTY_HISTORY_UPDATE` | `RegisterOpenOnlyMsg` | `(frame, ctrl, argStr, argNum)` | partylist.lua
`OPEN_SELECT_TARGET` | `RegisterMsg` | `(frame, msg, argStr, showHPGauge)` | party_recommend.lua
`OPEN_SELECT_TARGET_SUMMON` | `RegisterMsg` | `(frame, msg, argStr)` | party_recommend.lua
`OPEN_SELECT_BUFF` | `RegisterMsg` | `(frame, msg, argStr)` | party_recommend.lua
`OPEN_SELECT_ANCIENT` | `RegisterMsg` | `(frame, msg, argStr, showHPGauge)` | party_recommend.lua
`UPDATE_PCBANG_SHOP_POINT` | `RegisterMsg` | `(timerFrame, msg, argstr, argnum)`<br>`(frame)` | pcbang_point_timer.lua<br>pcbang_shop.lua
`UPDATE_PCBANG_SHOP_ACCUMULATING_TIME` | `RegisterMsg` | `(timerFrame, msg, argstr, argnum)`<br>`(frame)` | pcbang_point_timer.lua<br>pcbang_shop.lua
`PCBANG_POPUP_PREVIEW_INIT` | `RegisterMsg` | `(frame, msg, argstr, itemID)` | pcbang_popup_preview.lua
`PCBANG_SHOP_TOGGLE` | `RegisterMsg` | `(frame, msg, argstr, argnum)` | pcbang_shop.lua
`UPDATE_PCBANG_SHOP_MAIN_PAGE` | `RegisterOpenOnlyMsg` | `()` | pcbang_shop.lua
`UPDATE_PCBANG_SHOP_POINTSHOP_LIST` | `RegisterOpenOnlyMsg` | `()` | pcbang_shop.lua
`UPDATE_PCBANG_SHOP_POINTSHOP_BUY_COUNT` | `RegisterOpenOnlyMsg` | `()` | pcbang_shop.lua
`UPDATE_PCBANG_SHOP_RENTAL_LIST` | `RegisterOpenOnlyMsg` | `()` | pcbang_shop.lua
`UPDATE_PCBANG_SHOP_GUIDE_PAGE` | `RegisterOpenOnlyMsg` | `(frame)` | pcbang_shop.lua
`UPDATE_PCBANG_SHOP_REWARD` | `RegisterOpenOnlyMsg` | `(frame)` | pcbang_shop.lua
`PCBANG_SHOP_REWARD_RECV` | `RegisterOpenOnlyMsg` | `(frame, msg, argstr, argnum)` | pcbang_shop.lua
`PCBANG_SHOP_TOTAL_REWARD_RECV` | `RegisterOpenOnlyMsg` | `(frame, msg, argstr, receivedTotalHour)` | pcbang_shop.lua
`PCBANG_SHOP_POINT_CHANGED` | `RegisterOpenOnlyMsg` | `(frame, msg, argstr, argnum)` | pcbang_shop.lua
`PCBANG_SHOP_BOUGHTCOUNT_CHANGED` | `RegisterOpenOnlyMsg` | `(frame, msg, argstr, argnum)` | pcbang_shop.lua
`UPDATE_PETLIST` | `RegisterMsg` | `(frame, msg, argstr)` | petlist.lua
`PET_PROP_UPDATE` | `RegisterOpenOnlyMsg` | `(frame, msg, strArg)` | pet_info.lua
`PET_EXP_UPDATE` | `RegisterOpenOnlyMsg` | `(frame)` | pet_info.lua
`PET_NAME_CHANGED` | `RegisterOpenOnlyMsg` | `(frame, msg, strArg, numArg)` | pet_info.lua
`COMPANION_UI_OPEN` | `RegisterMsg` | `(frame)` | pet_info.lua
`COMPANION_AUTO_ATK` | `RegisterMsg` | `(frame, msg, argStr, argNum)` | pet_info.lua
`COMPANION_REFRESH` | `RegisterMsg` | `(frame,msg,argStr,argNum)` | pet_info.lua
`PET_LIST` | `RegisterOpenOnlyMsg` | `(frame, msg, str, num)` | pet_list.lua
`HELP_MSG_CLOSE` | `RegisterMsg` | `(frame, msg, argStr, argNum)` | piphelp.lua
`MSG_UPDATE_POISONPOT_UI` | `RegisterMsg` | `(frame, msg, argStr, argNum)` | poisonpot.lua<br>poisonpot_hud.lua
`DO_OPEN_POISONPOT_UI` | `RegisterMsg` | `(frame, msg, argStr, argNum)` | poisonpot.lua<br>poisonpot_hud.lua
`UPDATE_PORTAL_STONE` | `RegisterMsg` | `(frame, msg, argStr, argNum)` | portal_seller.lua
`ADD_POSTBOX_MSG` | `RegisterMsg` | `(frame, msg, argStr, argNum)` | postbox.lua
`PROPERTY_SHOP_UI_OPEN` | `RegisterMsg` | `(frame, msg, shopName, argNum)` | propertyshop.lua
`UPDATE_PROPERTY_SHOP` | `RegisterMsg` | `(frame, msg, shopName, isSuccess)` | propertyshop.lua
`UPDATE_SKILLMAP` | `RegisterMsg`<br>`RegisterOpenOnlyMsg` | `(frame)`<br>`(frame, msg, skillID, argNum)` | quest.lua<br>skillability.lua
`QUEST_UPDATE_` | `RegisterMsg` | `(frame, msg, argStr, argNum)` | quest.lua
`CUSTOM_QUEST_UPDATE` | `RegisterMsg` | `()` | quest.lua
`CUSTOM_QUEST_DELETE` | `RegisterMsg` | `()` | quest.lua
`STYLE_INFO_UPDATE` | `RegisterMsg` | `()` | quest.lua
`CUSTOM_OPTION_CHECK` | `RegisterMsg` | `()` | quest.lua
`EPISODE_REWARD_CLEAR` | `RegisterMsg` | `(frame, msg, argStr, argNum)`<br>`(frame)` | quest.lua<br>questepisodereward.lua
`REQUEST_QUEST_UPDATE` | `RegisterMsg` | `(frame, msg, argStr, argNum)` | quest.lua
`RELIC_REWARD_CLEAR` | `RegisterMsg` | `(frame, msg, argStr, argNum)`<br>`(frame)` | quest.lua<br>quest_relic_reward.lua
`DIALOG_QUEST_END` | `RegisterMsg` | `(frame, msg, argStr, argNum)` | questend.lua
`S_OBJ_UPDATE` | `RegisterMsg` | `(frame, msg, argStr, argNum)` | questinfo.lua<br>questinfoset_2.lua
`NPC_ENTER` | `RegisterMsg` | `(frame, msg, argStr, argNum)` | questinfo.lua
`LAYER_CHANGE` | `RegisterMsg` | `(frame, msg, check, updateQuestID)` | questinfoset_2.lua
`SET_REMAIN_TIME` | `RegisterMsg` | `(frame, msg, check, updateQuestID)` | questinfoset_2.lua
`END_QUEST_KILLCNT` | `RegisterMsg` | `(frame, msg, argStr, questID)` | questinfoset_2.lua
`SESSIONOBJ_QUEST_ADD` | `RegisterMsg` | `(frame, msg, argStr, argNum)` | questinfoset_2.lua
`QUEST_EFFECT_START` | `RegisterMsg` | `(frame, msg, argStr, argNum)` | questinfoset_2.lua
`PARTY_MEMBER_PROP_UPDATE` | `RegisterMsg` | `(frame)` | questinfoset_2.lua
`PARTY_MEMBER_UPDATE` | `RegisterMsg` | `(frame)` | questinfoset_2.lua
`PARTY_SOBJ_UPDATE` | `RegisterMsg` | `(frame)` | questinfoset_2.lua
`QUESTITEM_SET` | `RegisterMsg` | `(frame, msg, argStr, argNum)` | questitemuse.lua
`QUESTITEM_EMPTY` | `RegisterMsg` | `(frame, msg, argStr, argNum)` | questitemuse.lua
`DIALOG_QUEST_PROGRESS` | `RegisterMsg` | `(frame, msg, argStr, argNum)` | questprogress.lua
`SHOW_QUEST_SEL_DLG` | `RegisterMsg` | `(frame, msg, str, questID)` | questreward.lua
`QUESTREWARD_LEFT` | `RegisterMsg` | `(frame, msg, argStr, argNum)` | questreward.lua
`QUESTREWARD_RIGHT` | `RegisterMsg` | `(frame, msg, argStr, argNum)` | questreward.lua
`REWARDSELECT` | `RegisterMsg` | `(frame, msg, argStr, argNum)` | questreward.lua
`DIALOG_ITEM_SELECT` | `RegisterMsg` | `(frame, msg, str, num)` | questreward.lua
`DIALOG_QUEST_START` | `RegisterMsg` | `(frame, msg, argStr, argNum)` | queststart.lua
`QUESTWARPSELECT_UP` | `RegisterMsg` | `(frame, msg, argStr, argNum)` | questwarp.lua
`QUESTWARPSELECT_DOWN` | `RegisterMsg` | `(frame, msg, argStr, argNum)` | questwarp.lua
`QUESTWARPSELECT_SELECT` | `RegisterMsg` | `(frame, msg, argStr, argNum)` | questwarp.lua
`QUICKSLOT_LIST_GET` | `RegisterMsg` | `(frame, msg, argStr, argNum)` | quickslotnexpbar.lua
`KEYBOARD_INPUT` | `RegisterMsg` | `()` | quickslotnexpbar.lua
`SKILL_LIST_GET` | `RegisterMsg` | `(frame, msg, argStr, argNum)` | quickslotnexpbar.lua<br>skillability.lua
`SPECIFIC_SKILL_GET` | `RegisterMsg` | `(frame, msg, argStr, argNum)` | quickslotnexpbar.lua<br>skillability.lua
`REGISTER_QUICK_SKILL` | `RegisterMsg` | `(frame, msg, type, index)` | quickslotnexpbar.lua
`REGISTER_QUICK_ITEM` | `RegisterMsg` | `(frame, msg, type, index)` | quickslotnexpbar.lua
`INV_ITEM_ADD_FOR_QUICKSLOT` | `RegisterMsg` | `(frame, msg, argStr, argNum)` | quickslotnexpbar.lua
`PC_PROPERTY_UPDATE_TO_QUICKSLOT` | `RegisterMsg` | `(frame, msg, argStr, argNum)` | quickslotnexpbar.lua
`PET_SELECT` | `RegisterMsg` | `()` | quickslotnexpbar.lua
`QUICK_SLOT_LOCK_STATE` | `RegisterMsg` | `(frame, msg, argStr, argNum)` | quickslotnexpbar.lua
`QUICKSLOT_MONSTER_RESET_COOLDOWN` | `RegisterMsg` | `(frame, msg, monName)` | quickslotnexpbar.lua
`RESET_ABILITY_ACTIVE` | `RegisterMsg`<br>`RegisterOpenOnlyMsg` | `(frame, msg, argStr, argNum)` | quickslotnexpbar.lua<br>skillability.lua
`RESET_ALL_SKILL` | `RegisterMsg` | `()` | quickslotnexpbar.lua
`DELETE_QUICK_SKILL` | `RegisterMsg` | `(frame, msg, argStr, argNum)` | quickslotnexpbar.lua<br>skillability.lua
`DELETE_SPECIFIC_SKILL` | `RegisterMsg` | `(frame, msg, argStr, argNum)` | quickslotnexpbar.lua<br>skillability.lua
`PC_MACRO_UPDATE` | `RegisterOpenOnlyMsg` | `(frame)` | quit.lua
`RULLET_LIST` | `RegisterMsg` | `()` | quit.lua
`OPEN_DLG_WAREHOUSE` | `RegisterMsg` | `(frame)` | quit.lua
`EVENT_TIMER` | `RegisterMsg` | `(frame, msg, str, sec)` | quit.lua
`FAIL_EVENT` | `RegisterMsg` | `(frame)` | quit.lua
`CLOSE_TIMER` | `RegisterMsg` | `()` | quit.lua
`TARGET_CART` | `RegisterMsg` | `(frame)` | quit.lua
`TARGET_SPRAY` | `RegisterMsg` | `(frame)`<br>`(frame, msg, str, num, pobj)` | quit.lua<br>targetspray.lua
`GOLEM_REVIVE` | `RegisterMsg` | `(frame, msg, handle, time)` | quit.lua
`MEDAL_RECEIVED` | `RegisterMsg` | `()` | quit.lua
`MEDAL_PRESENTED` | `RegisterMsg` | `()` | quit.lua
`RAID_STATE` | `RegisterMsg` | `(frame, msg, mGameName, num)`<br>`(frame, msg, mGameName)` | raidassemble_ready.lua<br>tournament.lua
`RAID_ASSEMBLE` | `RegisterMsg` | `(frame, msg, mGameName, argNum)` | raidassemble_sel.lua
`RAID_REWARD_START` | `RegisterMsg` | `(frame, msg, str, num)` | raid_reward.lua
`RAID_REWARD_PICKCNT` | `RegisterMsg` | `(frame, msg, str, num)` | raid_reward.lua
`REWARD_EXEC_COMPLETE` | `RegisterMsg` | `(frame)` | raid_reward.lua
`RAID_REWARD_FAIL` | `RegisterMsg` | `(frame)` | raid_reward.lua
`RAID_TIMER_START` | `RegisterMsg` | `(frame,msg,strArg,numArg)` | raid_timer.lua
`RAID_TIMER_END` | `RegisterMsg` | `(frame,msg,argStr,argNum)` | raid_timer.lua
`RAID_TIMER_TEXT_GAUGE_UPDATE` | `RegisterMsg` | `(frame, msg, argStr)` | raid_timer.lua
`AUTOSELLER_UPDATE` | `RegisterOpenOnlyMsg` | `(frame)` | rankreset.lua<br>rankrollback.lua
`RANK_SYSTEM_TIMETABLE` | `RegisterMsg` | `(parent, ctrl, argStr, argNum)` | ranksystem_ui.lua
`RANK_SYSTEM_MY_DATA` | `RegisterMsg` | `(parent, msg, argStr, argNum)` | ranksystem_ui.lua<br>weeklyboss_reward.lua
`RANK_SYSTEM_DATA` | `RegisterMsg` | `(parent, ctrl, argStr, argNum)` | ranksystem_ui.lua
`FAIL_ENCHANT_JEWELL` | `RegisterMsg` | `(frame, msg, argStr, argNum)` | rareoption.lua
`SUCESS_ENCHANT_JEWELL` | `RegisterMsg` | `(frame, msg, argStr, argNum)` | rareoption.lua
`READ_RECORD_SCROLL` | `RegisterMsg` | `(frame, msg, dialog, argNum)` | recordscrollread.lua
`ITEM_EXP_STOP` | `RegisterMsg` | `()` | reinforce_by_mix.lua
`ITEM_EXPUP_END` | `RegisterMsg` | `(frame, msg, multiPly, totalPoint)` | reinforce_by_mix.lua
`ITEM_EXP_STOP_CERTIFICATE` | `RegisterMsg` | `()` | reinforce_by_mix_certificate.lua
`ITEM_EXPUP_END_CERTIFICATE` | `RegisterMsg` | `(frame, msg, multiPly, totalPoint)` | reinforce_by_mix_certificate.lua
`ITEM_EXPUP_END_NEW_ITEM` | `RegisterMsg` | `(frame, msg, arg1, totalPoint)` | reinforce_by_mix_certificate.lua
`OPEN_DLG_RELICMANAGER` | `RegisterMsg` | `(frame)` | relicmanager.lua
`MSG_SUCCESS_RELIC_CHARGE` | `RegisterMsg` | `(frame, msg, argStr, argNum)` | relicmanager.lua
`MSG_SUCCESS_RELIC_EXP` | `RegisterMsg` | `(frame, msg, argStr, argNum)` | relicmanager.lua
`MSG_SUCCESS_RELIC_SOCKET` | `RegisterMsg` | `(frame)` | relicmanager.lua
`RELIC_EXP_REFINE_EXECUTE` | `RegisterMsg` | `(frame, msg, argStr, argNum)` | relic_exp_refine.lua
`OPEN_DLG_RELIC_GEM_MANAGER` | `RegisterMsg` | `(frame)` | relic_gem_manager.lua
`MSG_END_RELIC_GEM_REINFORCE` | `RegisterMsg` | `(frame, msg, arg_str, arg_num)` | relic_gem_manager.lua
`MSG_END_RELIC_GEM_COMPOSE` | `RegisterMsg` | `(frame, msg, arg_str, arg_num)` | relic_gem_manager.lua
`MSG_SUCCESS_RELIC_GEM_TRANSFER` | `RegisterMsg` | `(frame)` | relic_gem_manager.lua
`MSG_SUCCESS_RELIC_GEM_DECOMPOSE` | `RegisterMsg` | `(frame)` | relic_gem_manager.lua
`OPEN_DLG_REPAIR` | `RegisterMsg` | `(frame, msg, argStr, argNum)` | repair.lua<br>repair140731.lua
`UPDATE_DLG_REPAIR` | `RegisterMsg` | `(frame, msg, argStr, argNum)`<br>`(frame)` | repair.lua<br>repair140731.lua<br>repairitem.lua
`OPEN_DLG_REPAIRITEM` | `RegisterMsg` | `(frame)` | repairitem.lua
`REQUEST_REPUTATION_POINT_EXTRACT_UPDATE` | `RegisterMsg` | `()` | reputation_point_extract.lua
`REQUEST_REPUTATION_SHOP_OPEN` | `RegisterMsg` | `(frame, msg, argStr, argNum)` | reputation_shop.lua
`REQUEST_REPUTATION_SHOP_UPDATE` | `RegisterMsg` | `(frame, msg, argStr, argNum)` | reputation_shop.lua
`RESTART_WAIT` | `RegisterMsg` | `(frame, msg, argStr, argNum)` | restart.lua
`RESTART_WAIT_END` | `RegisterMsg` | `(frame, msg, argStr, argNum)` | restart.lua
`RESTART_HERE` | `RegisterMsg` | `(frame, msg, argStr, argNum)` | restart.lua
`RESTARTSELECT_UP` | `RegisterMsg` | `(frame, msg, argStr, argNum)` | restart.lua
`RESTARTSELECT_DOWN` | `RegisterMsg` | `(frame, msg, argStr, argNum)` | restart.lua
`RESTARTSELECT_SELECT` | `RegisterMsg` | `(frame, msg, argStr, argNum)` | restart.lua
`RESTQUICKSLOT_OPEN` | `RegisterMsg` | `(frame, msg, argStr, argNum)` | restquickslot.lua
`DO_OPEN_REVERTRANDOM_AGREEBOX_UI` | `RegisterMsg` | `(clmsg, obj, yesScp, argStr)` | revertrandomagreebox.lua
`UNTARGET_COMPANION` | `RegisterMsg` | `(frame)` | ringcommand.lua
`SELECT_MGAME_BUFF_PARTY` | `RegisterMsg` | `(frame,msg,argStr,argNum)` | select_mgame_buff_party.lua
`SELECT_MGAME_BUFF_PARTY_END` | `RegisterMsg` | `(frame,msg,argStr,argNum)` | select_mgame_buff_party.lua
`SELECT_MGAME_BUFF_PARTY_SELECT` | `RegisterMsg` | `(frame,msg,argStr,argNum)` | select_mgame_buff_party.lua
`SELECT_MGAME_BUFF_PARTY_UPDATE` | `RegisterMsg` | `(frame,msg,argStr,argNum)` | select_mgame_buff_party.lua
`SELECT_MGAME_BUFF_SOLO` | `RegisterMsg` | `(frame, msg, argStr, argNum)` | select_mgame_buff_solo.lua
`SELECT_MGAME_BUFF_SOLO_END` | `RegisterMsg` | `(frame, msg, argStr, argNum)` | select_mgame_buff_solo.lua
`SELECT_MGAME_BUFF_SOLO_OPTION` | `RegisterMsg` | `(frame, msg, argStr, argNum)` | select_mgame_buff_solo.lua
`SELECT_MGAME_BUFF_SOLO_OPTION_SELECT_UPDATE` | `RegisterMsg` | `(frame, msg, argStr, argNum)` | select_mgame_buff_solo.lua
`SELECT_MGAME_BUFF_SOLO_SELECT_BTN_UPDATE` | `RegisterMsg` | `(frame, msg, argStr, argNum)` | select_mgame_buff_solo.lua
`SELECT_MGAME_BUFF_SOLO_OPTION_END` | `RegisterMsg` | `(frame, msg, argStr, argNum)` | select_mgame_buff_solo.lua
`GUILDWAREHOUSE_ITEM_IN` | `RegisterMsg` | `(frame, msg, arg1, type, class)` | sequentialpickitem.lua
`SEAL_LV_UP_POPUP` | `RegisterMsg` | `(frame, msg, argStr, argNum)` | sequentialpickitem.lua
`GET_PROPERTY_POINT` | `RegisterMsg` | `(frame, msg, argStr, argNum)` | sequentialpickitem.lua
`SHOP_ITEM_LIST_GET` | `RegisterMsg` | `(frame, msg, argStr, argNum)` | shop.lua
`SOLD_ITEM_LIST` | `RegisterMsg` | `(frame, msg, str, num)` | shop.lua
`FAIL_SHOP_BUY` | `RegisterMsg` | `(frame)` | shop.lua
`COMMON_SHOP_ITEM_LIST_GET` | `RegisterMsg` | `(frame, msg, argStr, argNum)` | shop.lua
`SILVER_GACHA_INFO` | `RegisterMsg` | `()` | silver_gacha.lua
`SILVER_GACHA_INFO_CHANGE` | `RegisterMsg` | `()` | silver_gacha.lua
`SILVER_GACHA_EXEC_RESULT` | `RegisterMsg` | `(frame, msg, argStr, itemID)` | silver_gacha.lua
`SILVER_GACHA_NO_EVENT_EXIST` | `RegisterMsg` | `()` | silver_gacha.lua
`UPDATE_INGAME_SHOP_ITEM_LIST` | `RegisterMsg` | `(frame)` | simpleingameshop.lua<br>steamtpinventory.lua<br>tpitem.lua
`CLOSE_INGAMESHOP_UI` | `RegisterMsg` | `()` | simpleingameshop.lua<br>steamtpinventory.lua
